author,star,review_title,review_date,Text,ProductLink
Manikanta Chintala,4.0 out of 5 stars,Good product,Reviewed in India on 3 April 2024,Good product,https://www.amazon.in/LEOTUDE-Regular-Sleeve-T-Shirt-Colored/dp/B09QHSHPN4/ref=sr_1_44?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-44
Poonam,3.0 out of 5 stars,Nice,Reviewed in India on 17 April 2024,Good,https://www.amazon.in/LEOTUDE-Regular-Sleeve-T-Shirt-Colored/dp/B09QHSHPN4/ref=sr_1_44?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-44
Aman,5.0 out of 5 stars,Worthed,Reviewed in India on 19 May 2024,Giid quality and comfortable clothe... 👍👍,https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Roder,4.0 out of 5 stars,Shrinking issue,Reviewed in India on 15 May 2023,"Bad quality product, it changed its size after few wash",https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Amazon Customer,1.0 out of 5 stars,"Very bad fabric . Size not okay , poor quality",Reviewed in India on 24 May 2024,It look like shirt was used and the fabric appread to be very bad. Not good !!! Do not spend your money in buying this t shirt. Worst product,https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Deem,3.0 out of 5 stars,It’s too small than given size,Reviewed in India on 20 April 2024,Small size product ko,https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Saumya S.,5.0 out of 5 stars,Perfect,Reviewed in India on 21 May 2024,"Comfort,nice appearance and economic",https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Priya sharma,2.0 out of 5 stars,Quality poor,Reviewed in India on 2 May 2024,Quality pooir hai.. discolor hogya t shirt...,https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Prashant Trivedi,5.0 out of 5 stars,Good quality product,Reviewed in India on 22 April 2024,Very fine fabric pure cotton n colour is also same as shown in d pic overall satisfied wd this purchase 👌👌,https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Nishanth,4.0 out of 5 stars,Tshirt,Reviewed in India on 8 April 2024,It's ok,https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Veaant,4.0 out of 5 stars,Quality,Reviewed in India on 10 February 2024,"I like, on this price product quality is v good",https://www.amazon.in/RodZen-Regular-Striped-T-Shirt-X-Large/dp/B09CP1XSMK/ref=sr_1_46?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-46
Rustom Adi Havewalla,5.0 out of 5 stars,Excellent Product,Reviewed in India on 12 March 2024,"Van Heusen Men's T-Shirt

The V shape does not pinch the shoulder nerve.
Fits nicely, looks nice.
Excellent for wearing at home.

One should not wear it outdoors.

Excellent if you need to wear it as a banyan below your shirt during cold weather.

The White T shirt should ALWAYS be worn below a White Shirt to make the White Shirt look classy.",https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
Amazon Customer,4.0 out of 5 stars,Good,Reviewed in India on 3 February 2024,Good product and good guality,https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
A. L.,5.0 out of 5 stars,Great v-neck shirts,Reviewed in India on 22 October 2023,"These shirts really fit nice even after washing. They are true to size so buy the size that you normally wear. I love v-necks because they give a good look if you’re a gym goer who is fit. And these shirts are very comfortable and made of good quality material, exactly what you would expect from Van Huesen. I just wish it came in more colors! I have bought one in each color that’s available. I love these shirts and will probably buy more if any of the colors fade after multiple washes or new colors are available.",https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
Rishabh Sinha,3.0 out of 5 stars,A Genuine Three-Month Review of the Van Heusen Athleisure Men T-Shirt,Reviewed in India on 9 July 2023,"I wanted to share my honest experience after purchasing and using the Van Heusen Athleisure Men T-Shirt in yellow for three months.

As a loyal customer of Van Heusen, I appreciate their commitment to quality and design. The vibrant yellow color and stylish V-neck caught my attention, prompting my purchase. The cotton-rich fabric provides exceptional comfort, which suits my skin perfectly. With a slim body, the medium size fits me well at a height of 5 feet 10 inches.

Over the past three months, this shirt has become my preferred choice for casual wear. It pairs effortlessly with my athleisure knee pants, offering a complete and comfortable look throughout the day.

I must note that the contrasting yellow color adds a joyful and bright touch, distinguishing it from my other shirts in blue and grey.

Regarding the advertised features, the Easy Stain Release and Anti-Stat properties have performed as expected, maintaining the shirt’s quality. However, there are a few considerations to bear in mind. The quick-dry feature did not deliver the desired results in temperatures of 32 degrees Celsius or higher, and during the monsoon season, the shirt took longer to dry, causing some inconvenience in humid conditions.

I also noticed a consistent issue with the iron print leaving marks on the shirt after ironing. Addressing this concern would enhance the overall appearance and long-term quality of the shirt.

Despite these considerations, I still recommend the Van Heusen Athleisure Men T-Shirt for everyday wear. Its stylish design, comfortable fabric, and overall quality make it a solid choice. Just be aware of the limitations regarding quick-drying performance in high temperatures and the potential for iron print issues.

In summary, based on my genuine three-month experience, the Van Heusen Athleisure Men T-Shirt has proven to be reliable and comfortable for my daily attire, with a few minor considerations to keep in mind.",https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
B.Rajakumar,5.0 out of 5 stars,Good tshirt,Reviewed in India on 26 March 2024,The t shirt is comfortable to wear and the quality is also good,https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
rajeev singh,4.0 out of 5 stars,Good,Reviewed in India on 17 April 2024,Very thin material and not cotton,https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
uzzal,5.0 out of 5 stars,good,Reviewed in India on 14 May 2024,good,https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
mayur ahire,1.0 out of 5 stars,Size is big,Reviewed in India on 10 February 2024,Size is significantly big for 40. Total waste of money. It looks like a sag when I wore it.,https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
AMOD SINGH,4.0 out of 5 stars,T Shirt is good,Reviewed in India on 1 May 2024,its a good one,https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
Shakti Shekhar Singh,4.0 out of 5 stars,It's cloth quality,Reviewed in India on 8 April 2024,Very nice 👌,https://www.amazon.in/Van-Heusen-Athleisure-60001_Deep-Sea_Medium/dp/B07R8VBMNS/ref=sr_1_47?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-47
Cloth is comfortable to wear in summer 🌞,5.0 out of 5 stars,Comfortable,Reviewed in India on 10 May 2024,Good,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
Bala,1.0 out of 5 stars,The product and Packaging is not good,Reviewed in India on 22 May 2024,"The GSM of this product is very less, and the packaging is just a simple cover and nothing else. It just felt pathetic just by looking at the packaging quality and the cloth quality. I think this short will not even last 2-3 weeks as it's very thin and it might tear soon enough.",https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
Sanjay,4.0 out of 5 stars,Nice product,Reviewed in India on 14 November 2023,Nice material. Color is also same as seen in pics,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
Vishal Rai,3.0 out of 5 stars,Nice fit but too thin,Reviewed in India on 27 October 2023,Fitting is good. Stuff not good at all. Too thin just worth the price.,https://www.amazon.in/AUSK-Sleeve-T-Shirt-Color-White-Size-Medium/dp/B0C3Y7D25T/ref=sr_1_48?dib=eyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs&dib_tag=se&keywords=t+shirt+for+men&qid=1716952800&sr=8-48
